date,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome
2012-12-12,Saudi Arabia,Yemen,1,0,West Asian Championship,Kuwait,True,Home Win
2012-12-12,Cuba,Jamaica,1,0,CONCACAF Ch q & Car Ch,Antigua and Barbuda,True,Home Win
2012-12-12,Martinique,French Guiana,3,1,CONCACAF Ch q & Car Ch,Antigua and Barbuda,True,Home Win
2012-12-13,Iraq,Syria,1,1,West Asian Championship,Kuwait,True,Draw
2012-12-13,Thailand,Malaysia,2,0,Southeast Asian Champ,Thailand,False,Home Win
2012-12-14,Martinique,Trinidad and Tobago,1,1,Caribbean Championship,Antigua and Barbuda,True,Draw
2012-12-14,Cuba,Haiti,1,0,Caribbean Championship,Antigua and Barbuda,True,Home Win
2012-12-14,Poland,Macedonia,4,1,Friendly,Turkey,True,Home Win
2012-12-14,Kuwait,Lebanon,2,1,West Asian Championship,Kuwait,False,Home Win
2012-12-14,Oman,Palestine,2,1,West Asian Championship,Kuwait,True,Home Win
2012-12-15,Angola,Gambia,1,1,Friendly,Angola,False,Draw
2012-12-15,Bahrain,Saudi Arabia,1,0,West Asian Championship,Kuwait,True,Home Win
2012-12-15,Iran,Yemen,2,1,West Asian Championship,Kuwait,True,Home Win
2012-12-16,Syria,Jordan,2,1,West Asian Championship,Kuwait,True,Home Win
2012-12-16,Haiti,Martinique,1,0,Caribbean Championship,Antigua and Barbuda,True,Home Win
2012-12-16,Cuba,Trinidad and Tobago,1,0,Caribbean Championship,Antigua and Barbuda,True,Home Win
2012-12-18,Bahrain,Syria,1,1,West Asian Championship,Kuwait,True,Draw
2012-12-18,Iraq,Oman,2,0,West Asian Championship,Kuwait,True,Home Win
2012-12-19,Singapore,Thailand,3,1,Southeast Asian Champ,Singapore,False,Home Win
2012-12-19,Oman,Benin,2,0,Friendly,Oman,False,Home Win
2012-12-19,Angola,Cameroon,1,0,Friendly,Angola,False,Home Win
2012-12-20,Syria,Iraq,1,0,West Asian Championship,Kuwait,True,Home Win
2012-12-20,Oman,Bahrain,1,0,West Asian Championship,Kuwait,True,Home Win
2012-12-22,Tanzania,Zambia,1,0,Friendly,Tanzania,False,Home Win
2012-12-22,Angola,Rwanda,1,0,Friendly,Angola,False,Home Win
2012-12-22,Thailand,Singapore,1,0,Southeast Asian Champ,Thailand,False,Home Win
2012-12-22,South Africa,Malawi,3,1,Friendly,South Africa,False,Home Win
2012-12-25,United Arab Emirates,Yemen,2,0,Friendly,Qatar,True,Home Win
2012-12-26,Bahrain,Burkina Faso,0,0,Friendly,Bahrain,False,Draw
2012-12-28,Qatar,Egypt,0,2,Friendly,Qatar,False,Away Win
2012-12-29,United Arab Emirates,Yemen,3,1,Friendly,Qatar,True,Home Win
2012-12-29,Bahrain,Guinea,3,0,Friendly,Bahrain,False,Home Win
2012-12-29,Oman,Togo,0,1,Friendly,Oman,False,Away Win
2012-12-30,Tunisia,Iraq,2,1,Friendly,United Arab Emirates,True,Home Win
2012-12-30,Ethiopia,Niger,1,0,Friendly,Ethiopia,False,Home Win
2013-01-05,Bahrain,Oman,0,0,Gulf Cup,Bahrain,False,Draw
2013-01-05,United Arab Emirates,Qatar,3,1,Gulf Cup,Bahrain,True,Home Win
2013-01-05,Angola,Zambia,2,0,Friendly,South Africa,True,Home Win
2013-01-05,Niger,Togo,3,1,Friendly,Niger,False,Home Win
2013-01-06,Iraq,Saudi Arabia,2,0,Gulf Cup,Bahrain,True,Home Win
2013-01-06,Kuwait,Yemen,2,0,Gulf Cup,Bahrain,True,Home Win
2013-01-07,Ethiopia,Tunisia,1,1,Friendly,Qatar,True,Draw
2013-01-08,Bahrain,United Arab Emirates,1,2,Gulf Cup,Bahrain,False,Away Win
2013-01-08,Qatar,Oman,2,1,Gulf Cup,Bahrain,True,Home Win
2013-01-08,South Africa,Norway,0,1,Friendly,South Africa,False,Away Win
2013-01-08,Morocco,Zambia,0,0,Friendly,South Africa,True,Draw
2013-01-09,Iraq,Kuwait,1,0,Gulf Cup,Bahrain,True,Home Win
2013-01-09,Saudi Arabia,Yemen,2,0,Gulf Cup,Bahrain,True,Home Win
2013-01-09,Cape Verde,Nigeria,0,0,Friendly,Portugal,True,Draw
2013-01-10,Ghana,Egypt,3,0,Friendly,United Arab Emirates,True,Home Win
2013-01-10,Gabon,Tunisia,1,1,Friendly,United Arab Emirates,True,Draw
2013-01-10,Burkina Faso,Niger,0,0,Friendly,South Africa,True,Draw
2013-01-10,Panama,Guatemala,3,0,Friendly,Panama,False,Home Win
2013-01-11,United Arab Emirates,Oman,2,0,Gulf Cup,Bahrain,True,Home Win
2013-01-11,Ethiopia,Tanzania,2,1,Friendly,Ethiopia,False,Home Win
2013-01-11,Bahrain,Qatar,1,0,Gulf Cup,Bahrain,False,Home Win
2013-01-12,Iraq,Yemen,2,0,Gulf Cup,Bahrain,True,Home Win
2013-01-12,Kuwait,Saudi Arabia,1,0,Gulf Cup,Bahrain,True,Home Win
2013-01-12,South Africa,Algeria,0,0,Friendly,South Africa,False,Draw
2013-01-12,Zambia,Norway,0,0,Friendly,Zambia,False,Draw
2013-01-12,Morocco,Namibia,2,1,Friendly,South Africa,True,Home Win
2013-01-13,Ghana,Tunisia,4,2,Friendly,United Arab Emirates,True,Home Win
2013-01-13,Togo,Niger,2,1,Friendly,Togo,False,Home Win
2013-01-13,Angola,Botswana,2,0,Friendly,South Africa,True,Home Win
2013-01-13,Panama,Guatemala,2,0,Friendly,Panama,False,Home Win
2013-01-14,Ivory Coast,Egypt,4,2,Friendly,United Arab Emirates,True,Home Win
2013-01-15,United Arab Emirates,Kuwait,1,0,Gulf Cup,Bahrain,True,Home Win
2013-01-15,Lebanon,Gabon,0,0,Friendly,Lebanon,False,Draw
2013-01-15,Bahrain,Iraq,1,1,Gulf Cup,Bahrain,False,Draw
2013-01-17,Burkina Faso,Swaziland,3,0,Friendly,South Africa,True,Home Win
2013-01-18,El Salvador,Honduras,1,1,CONCACAF Ch q & C Am Cup,Costa Rica,True,Draw
2013-01-18,Guatemala,Nicaragua,1,1,CONCACAF Ch q & C Am Cup,Costa Rica,True,Draw
2013-01-18,Costa Rica,Belize,1,0,CONCACAF Ch q & C Am Cup,Costa Rica,False,Home Win
2013-01-18,United Arab Emirates,Iraq,2,1,Gulf Cup,Bahrain,True,Home Win
2013-01-18,Bahrain,Kuwait,1,6,Gulf Cup,Bahrain,False,Away Win
2013-01-19,South Africa,Cape Verde,0,0,African Nations Cup,South Africa,False,Draw
2013-01-19,Angola,Morocco,0,0,African Nations Cup,South Africa,True,Draw
2013-01-19,Chile,Haiti,3,0,Friendly,Chile,False,Home Win
2013-01-20,Belize,Guatemala,0,0,CONCACAF Ch q & C Am Cup,Costa Rica,True,Draw
2013-01-20,Costa Rica,Nicaragua,2,0,CONCACAF Ch q & C Am Cup,Costa Rica,False,Home Win
2013-01-20,El Salvador,Panama,0,0,CONCACAF Ch q & C Am Cup,Costa Rica,True,Draw
2013-01-20,DR Congo,Ghana,2,2,African Nations Cup,South Africa,True,Draw
2013-01-20,Mali,Niger,1,0,African Nations Cup,South Africa,True,Home Win
2013-01-21,Ethiopia,Zambia,1,1,African Nations Cup,South Africa,True,Draw
2013-01-21,Burkina Faso,Nigeria,1,1,African Nations Cup,South Africa,True,Draw
2013-01-22,Belize,Nicaragua,2,1,CONCACAF Ch q & C Am Cup,Costa Rica,True,Home Win
2013-01-22,Ivory Coast,Togo,2,1,African Nations Cup,South Africa,True,Home Win
2013-01-22,Tunisia,Algeria,1,0,African Nations Cup,South Africa,True,Home Win
2013-01-22,Costa Rica,Guatemala,1,1,CONCACAF Ch q & C Am Cup,Costa Rica,False,Draw
2013-01-22,Honduras,Panama,1,1,CONCACAF Ch q & C Am Cup,Costa Rica,True,Draw
2013-01-23,South Africa,Angola,2,0,African Nations Cup,South Africa,False,Home Win
2013-01-23,Cape Verde,Morocco,1,1,African Nations Cup,South Africa,True,Draw
2013-01-23,Thailand,Finland,1,3,King's Cup,Thailand,False,Away Win
2013-01-23,North Korea,Sweden,1,1,King's Cup,Thailand,True,Draw
2013-01-24,DR Congo,Niger,0,0,African Nations Cup,South Africa,True,Draw
2013-01-24,Ghana,Mali,1,0,African Nations Cup,South Africa,True,Home Win
2013-01-25,Nigeria,Zambia,1,1,African Nations Cup,South Africa,True,Draw
2013-01-25,Burkina Faso,Ethiopia,4,0,African Nations Cup,South Africa,True,Home Win
2013-01-25,Costa Rica,El Salvador,1,0,Central American Cup,Costa Rica,False,Home Win
2013-01-25,Panama,Guatemala,3,1,CONCACAF Ch q & C Am Cup,Costa Rica,True,Home Win
2013-01-25,Honduras,Belize,1,0,Central American Cup,Costa Rica,True,Home Win
2013-01-26,Sweden,Finland,3,0,King's Cup,Thailand,True,Home Win
2013-01-26,Ivory Coast,Tunisia,3,0,African Nations Cup,South Africa,True,Home Win
2013-01-26,Thailand,North Korea,2,2,King's Cup,Thailand,False,Draw
2013-01-26,Togo,Algeria,2,0,African Nations Cup,South Africa,True,Home Win
2013-01-27,South Africa,Morocco,2,2,African Nations Cup,South Africa,False,Draw
2013-01-27,Cape Verde,Angola,2,1,African Nations Cup,South Africa,True,Home Win
2013-01-27,Costa Rica,Honduras,1,0,Central American Cup,Costa Rica,False,Home Win
2013-01-27,El Salvador,Belize,1,0,Central American Cup,Costa Rica,True,Home Win
2013-01-28,DR Congo,Mali,1,1,African Nations Cup,South Africa,True,Draw
2013-01-28,Ghana,Niger,3,0,African Nations Cup,South Africa,True,Home Win
2013-01-29,United States,Canada,0,0,Friendly,United States,False,Draw
2013-01-29,Burkina Faso,Zambia,0,0,African Nations Cup,South Africa,True,Draw
2013-01-29,Nigeria,Ethiopia,2,0,African Nations Cup,South Africa,True,Home Win
2013-01-30,Algeria,Ivory Coast,2,2,African Nations Cup,South Africa,True,Draw
2013-01-30,Oman,China,1,0,Friendly,Oman,False,Home Win
2013-01-30,Togo,Tunisia,1,1,African Nations Cup,South Africa,True,Draw
2013-01-31,Jordan,Indonesia,5,0,Friendly,Jordan,False,Home Win
2013-01-31,Qatar,Lebanon,1,0,Friendly,Qatar,False,Home Win
2013-01-31,North Korea,United Arab Emirates,1,0,Friendly,China,True,Home Win
2013-02-01,Bahrain,Singapore,3,1,Friendly,Bahrain,False,Home Win
2013-02-01,Iraq,Malaysia,3,0,Friendly,United Arab Emirates,True,Home Win
2013-02-01,Azerbaijan,Uzbekistan,0,0,Friendly,United Arab Emirates,True,Draw
2013-02-02,Ghana,Cape Verde,2,0,African Nations Cup,South Africa,True,Home Win
2013-02-02,South Africa,Mali,1,1,African Nations Cup,South Africa,False,Draw
2013-02-03,Nigeria,Ivory Coast,2,1,African Nations Cup,South Africa,True,Home Win
2013-02-03,Burkina Faso,Togo,1,0,African Nations Cup,South Africa,True,Home Win
2013-02-05,Armenia,Luxembourg,1,1,Friendly,France,True,Draw
2013-02-05,Guinea,Senegal,1,1,Friendly,France,True,Draw
2013-02-06,Belarus,Hungary,1,1,Friendly,Turkey,True,Draw
2013-02-06,Malta,Northern Ireland,0,0,Friendly,Malta,False,Draw
2013-02-06,Wales,Austria,2,1,Friendly,Wales,False,Home Win
2013-02-06,Scotland,Estonia,1,0,Friendly,Scotland,False,Home Win
2013-02-06,Portugal,Ecuador,2,3,Friendly,Portugal,False,Away Win
2013-02-06,Mexico,Jamaica,0,0,World Cup qualifier,Mexico,False,Draw
2013-02-06,Sweden,Argentina,2,3,Friendly,Sweden,False,Away Win
2013-02-06,Spain,Uruguay,3,1,Friendly,Qatar,True,Home Win
2013-02-06,Trinidad and Tobago,Peru,0,2,Friendly,Trinidad and Tobago,False,Away Win
2013-02-06,Bolivia,Haiti,2,1,Friendly,Bolivia,False,Home Win
2013-02-06,Belgium,Slovakia,2,1,Friendly,Belgium,False,Home Win
2013-02-06,England,Brazil,2,1,Friendly,England,False,Home Win
2013-02-06,France,Germany,1,2,Friendly,France,False,Away Win
2013-02-06,Slovenia,Bosnia and Herzegovina,0,3,Friendly,Slovenia,False,Away Win
2013-02-06,Netherlands,Italy,1,1,Friendly,Netherlands,False,Draw
2013-02-06,Ukraine,Norway,2,0,Friendly,Spain,True,Home Win
2013-02-06,Israel,Finland,2,1,Friendly,Israel,False,Home Win
2013-02-06,Russia,Iceland,2,0,Friendly,Spain,True,Home Win
2013-02-06,Macedonia,Denmark,3,0,Friendly,Macedonia,False,Home Win
2013-02-06,Ireland,Poland,2,0,Friendly,Ireland,False,Home Win
2013-02-06,Turkey,Czechia,0,2,Friendly,Turkey,False,Away Win
2013-02-06,Albania,Georgia,1,2,Friendly,Albania,False,Away Win
2013-02-06,Cyprus,Serbia,1,3,Friendly,Cyprus,False,Away Win
2013-02-06,Kazakhstan,Moldova,3,1,Friendly,Turkey,True,Home Win
2013-02-06,Azerbaijan,Liechtenstein,1,0,Friendly,United Arab Emirates,True,Home Win
2013-02-06,Greece,Switzerland,0,0,Friendly,Greece,False,Draw
2013-02-06,Colombia,Guatemala,4,1,Friendly,United States,True,Home Win
2013-02-06,Iran,Lebanon,5,0,Asian Cup qualifier,Iran,False,Home Win
2013-02-06,Panama,Costa Rica,2,2,World Cup qualifier,Panama,False,Draw
2013-02-06,Japan,Latvia,3,0,Friendly,Japan,False,Home Win
2013-02-06,Myanmar,Philippines,0,1,Friendly,Myanmar,False,Away Win
2013-02-06,Romania,Australia,3,2,Friendly,Spain,True,Home Win
2013-02-06,Saudi Arabia,China,2,1,Asian Cup qualifier,Saudi Arabia,False,Home Win
2013-02-06,Paraguay,El Salvador,3,0,Friendly,Paraguay,False,Home Win
2013-02-06,India,Palestine,2,4,Friendly,India,False,Away Win
2013-02-06,Croatia,South Korea,4,0,Friendly,England,True,Home Win
2013-02-06,Vietnam,United Arab Emirates,1,2,Asian Cup qualifier,Vietnam,False,Away Win
2013-02-06,Oman,Syria,1,0,Asian Cup qualifier,Oman,False,Home Win
2013-02-06,Nepal,Pakistan,0,1,Friendly,Nepal,False,Away Win
2013-02-06,Uzbekistan,Hong Kong,0,0,Asian Cup qualifier,Uzbekistan,False,Draw
2013-02-06,Jordan,Singapore,4,0,Asian Cup qualifier,Jordan,False,Home Win
2013-02-06,Iraq,Indonesia,1,0,Asian Cup qualifier,United Arab Emirates,True,Home Win
2013-02-06,Thailand,Kuwait,1,3,Asian Cup qualifier,Thailand,False,Away Win
2013-02-06,North Korea,Laos,1,0,Friendly,China,True,Home Win
2013-02-06,Bahrain,Yemen,2,0,Asian Cup qualifier,United Arab Emirates,True,Home Win
2013-02-06,Chile,Egypt,2,1,Friendly,Spain,True,Home Win
2013-02-06,Kenya,Libya,3,0,Friendly,Tunisia,True,Home Win
2013-02-06,Rwanda,Uganda,2,2,Friendly,Rwanda,False,Draw
2013-02-06,Tanzania,Cameroon,1,0,Friendly,Tanzania,False,Home Win
2013-02-06,Zimbabwe,Botswana,2,1,Friendly,Zimbabwe,False,Home Win
2013-02-06,Nigeria,Mali,4,1,African Nations Cup,South Africa,True,Home Win
2013-02-06,Burkina Faso,Ghana,1,1,African Nations Cup,South Africa,True,Draw
2013-02-06,Honduras,United States,2,1,World Cup qualifier,Honduras,False,Home Win
2013-02-06,Qatar,Malaysia,2,0,Asian Cup qualifier,Qatar,False,Home Win
2013-02-09,Mali,Ghana,3,1,African Nations Cup,South Africa,True,Home Win
2013-02-09,Nepal,Pakistan,0,1,Friendly,Nepal,False,Away Win
2013-02-10,Nigeria,Burkina Faso,1,0,African Nations Cup,South Africa,True,Home Win
2013-02-12,Maldives,Pakistan,1,1,Friendly,Maldives,False,Draw
2013-02-14,Maldives,Pakistan,3,0,Friendly,Maldives,False,Home Win
2013-02-27,Gambia,Mauritania,0,2,Friendly,The Gambia,True,Away Win
2013-03-02,India,Taiwan,2,1,Asian Cup & Asian Chlg Cup q,Myanmar,True,Home Win
2013-03-02,Afghanistan,Sri Lanka,1,0,Asian Cup & Asian Chlg Cup q,Laos,True,Home Win
2013-03-02,Laos,Mongolia,1,1,Asian Cup & Asian Chlg Cup q,Laos,False,Draw
2013-03-02,Myanmar,Guam,5,0,Asian Cup & Asian Chlg Cup q,Myanmar,False,Home Win
2013-03-02,Palestine,Bangladesh,1,0,Asian Cup & Asian Chlg Cup q,Nepal,True,Home Win
2013-03-02,Nepal,Northern Mariana Islands,6,0,Asian Cup & Asian Chlg Cup q,Nepal,False,Home Win
2013-03-02,Gambia,Mauritania,0,0,Friendly,The Gambia,True,Draw
2013-03-04,Nepal,Bangladesh,0,2,Asian Cup & Asian Chlg Cup q,Nepal,False,Away Win
2013-03-04,Palestine,Northern Mariana Islands,9,0,Asian Cup & Asian Chlg Cup q,Nepal,True,Home Win
2013-03-04,Laos,Sri Lanka,4,2,Asian Cup & Asian Chlg Cup q,Laos,False,Home Win
2013-03-04,Afghanistan,Mongolia,1,0,Asian Cup & Asian Chlg Cup q,Laos,True,Home Win
2013-03-04,India,Guam,4,0,Asian Cup & Asian Chlg Cup q,Myanmar,True,Home Win
2013-03-04,Myanmar,Taiwan,1,1,Asian Cup & Asian Chlg Cup q,Myanmar,False,Draw
2013-03-06,Myanmar,India,1,0,Asian Cup & Asian Chlg Cup q,Myanmar,False,Home Win
2013-03-06,Laos,Afghanistan,1,1,Asian Cup & Asian Chlg Cup q,Laos,False,Draw
2013-03-06,Sri Lanka,Mongolia,3,0,Asian Cup & Asian Chlg Cup q,Laos,True,Home Win
2013-03-06,Guam,Taiwan,3,0,Asian Cup & Asian Chlg Cup q,Myanmar,True,Home Win
2013-03-06,Nepal,Palestine,0,0,Asian Cup & Asian Chlg Cup q,Nepal,False,Draw
2013-03-06,Bangladesh,Northern Mariana Islands,4,0,Asian Cup & Asian Chlg Cup q,Nepal,True,Home Win
2013-03-07,Qatar,Egypt,3,1,Friendly,Qatar,False,Home Win
2013-03-13,Mozambique,Swaziland,0,0,Friendly,Mozambique,False,Draw
2013-03-17,Qatar,Thailand,1,0,Friendly,Qatar,False,Home Win
2013-03-17,Malaysia,Saudi Arabia,1,4,Friendly,Malaysia,False,Away Win
2013-03-17,Kyrgyzstan,Macao,1,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,False,Home Win
2013-03-17,Bahrain,Lebanon,0,0,Friendly,Bahrain,False,Draw
2013-03-17,Tajikistan,Pakistan,1,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,True,Home Win
2013-03-19,Tajikistan,Macao,3,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,True,Home Win
2013-03-19,Kyrgyzstan,Pakistan,1,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,False,Home Win
2013-03-19,Botswana,Malawi,1,0,Friendly,Botswana,False,Home Win
2013-03-20,Oman,Haiti,3,0,Friendly,Oman,False,Home Win
2013-03-20,Niger,Gambia,1,3,Friendly,Niger,False,Away Win
2013-03-20,Rwanda,Libya,0,1,Friendly,Rwanda,False,Away Win
2013-03-21,Ecuador,El Salvador,5,0,Friendly,Ecuador,False,Home Win
2013-03-21,Brazil,Italy,2,2,Friendly,Switzerland,True,Draw
2013-03-21,Jordan,Belarus,1,0,Friendly,Jordan,False,Home Win
2013-03-21,Kyrgyzstan,Tajikistan,1,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,False,Home Win
2013-03-21,Pakistan,Macao,2,0,Asian Cup & Asian Chlg Cup q,Kyrgyzstan,True,Home Win
2013-03-21,Kuwait,Palestine,2,1,Friendly,Kuwait,False,Home Win
2013-03-22,Hungary,Romania,2,2,World Cup qualifier,Hungary,False,Draw
2013-03-22,Macedonia,Belgium,0,2,World Cup qualifier,Macedonia,False,Away Win
2013-03-22,France,Georgia,3,1,World Cup qualifier,France,False,Home Win
2013-03-22,Netherlands,Estonia,3,0,World Cup qualifier,Netherlands,False,Home Win
2013-03-22,Sweden,Ireland,0,0,World Cup qualifier,Sweden,False,Draw
2013-03-22,Norway,Albania,0,1,World Cup qualifier,Norway,False,Away Win
2013-03-22,Spain,Finland,1,1,World Cup qualifier,Spain,False,Draw
2013-03-22,Czechia,Denmark,0,3,World Cup qualifier,Czechia,False,Away Win
2013-03-22,Poland,Ukraine,1,3,World Cup qualifier,Poland,False,Away Win
2013-03-22,Israel,Portugal,3,3,World Cup qualifier,Israel,False,Draw
2013-03-22,Slovakia,Lithuania,1,1,World Cup qualifier,Slovakia,False,Draw
2013-03-22,Andorra,Turkey,0,2,World Cup qualifier,Andorra,False,Away Win
2013-03-22,Bulgaria,Malta,6,0,World Cup qualifier,Bulgaria,False,Home Win
2013-03-22,Bosnia and Herzegovina,Greece,3,1,World Cup qualifier,Bosnia and Herzegovina,False,Home Win
2013-03-22,Croatia,Serbia,2,0,World Cup qualifier,Croatia,False,Home Win
2013-03-22,Slovenia,Iceland,1,2,World Cup qualifier,Slovenia,False,Away Win
2013-03-22,Moldova,Montenegro,0,1,World Cup qualifier,Moldova,False,Away Win
2013-03-22,Liechtenstein,Latvia,1,1,World Cup qualifier,Liechtenstein,False,Draw
2013-03-22,Austria,Faroe Islands,6,0,World Cup qualifier,Austria,False,Home Win
2013-03-22,Luxembourg,Azerbaijan,0,0,World Cup qualifier,Luxembourg,False,Draw
2013-03-22,Scotland,Wales,1,2,World Cup qualifier,Scotland,False,Away Win
2013-03-22,Japan,Canada,2,1,Friendly,Qatar,True,Home Win
2013-03-22,China,Iraq,1,0,Asian Cup qualifier,China,False,Home Win
2013-03-22,Lebanon,Thailand,5,2,Asian Cup qualifier,Lebanon,False,Home Win
2013-03-22,Hong Kong,Vietnam,1,0,Asian Cup qualifier,Hong Kong,False,Home Win
2013-03-22,Malaysia,Yemen,2,1,Asian Cup qualifier,Malaysia,False,Home Win
2013-03-22,Turkmenistan,Cambodia,7,0,Asian Cup & Asian Chlg Cup q,Philippines,True,Home Win
2013-03-22,Bahrain,Qatar,1,0,Asian Cup qualifier,Bahrain,False,Home Win
2013-03-22,Egypt,Swaziland,10,0,Friendly,Egypt,False,Home Win
2013-03-22,United States,Costa Rica,1,0,World Cup qualifier,United States,False,Home Win
2013-03-22,United Arab Emirates,Uzbekistan,2,1,Asian Cup qualifier,United Arab Emirates,False,Home Win
2013-03-22,San Marino,England,0,8,World Cup qualifier,San Marino,False,Away Win
2013-03-22,Jamaica,Panama,1,1,World Cup qualifier,Jamaica,False,Draw
2013-03-22,Uruguay,Paraguay,1,1,World Cup qualifier,Uruguay,False,Draw
2013-03-22,Argentina,Venezuela,3,0,World Cup qualifier,Argentina,False,Home Win
2013-03-22,Peru,Chile,1,0,World Cup qualifier,Peru,False,Home Win
2013-03-22,Colombia,Bolivia,5,0,World Cup qualifier,Colombia,False,Home Win
2013-03-22,New Zealand,New Caledonia,2,1,World Cup qualifier,New Zealand,False,Home Win
2013-03-22,Tahiti,Solomon Islands,2,0,World Cup qualifier,Tahiti,False,Home Win
2013-03-22,Honduras,Mexico,2,2,World Cup qualifier,Honduras,False,Draw
2013-03-23,Congo,Gabon,1,0,World Cup qualifier,Congo,False,Home Win
2013-03-23,Cyprus,Switzerland,0,0,World Cup qualifier,Cyprus,False,Draw
2013-03-23,Belize,Trinidad and Tobago,0,0,Friendly,Belize,False,Draw
2013-03-23,Angola,Senegal,1,1,World Cup qualifier,Guinea,True,Draw
2013-03-23,Burkina Faso,Niger,4,0,World Cup qualifier,Burkina Faso,False,Home Win
2013-03-23,Namibia,Malawi,0,1,World Cup qualifier,Namibia,False,Away Win
2013-03-23,Kazakhstan,Germany,0,3,World Cup qualifier,Kazakhstan,False,Away Win
2013-03-23,Ivory Coast,Gambia,3,0,World Cup qualifier,Ivory Coast,False,Home Win
2013-03-23,Tunisia,Sierra Leone,2,1,World Cup qualifier,Tunisia,False,Home Win
2013-03-23,Nigeria,Kenya,1,1,World Cup qualifier,Nigeria,False,Draw
2013-03-23,South Africa,Central African Republic,2,0,World Cup qualifier,South Africa,False,Home Win
2013-03-23,Indonesia,Saudi Arabia,1,2,Asian Cup qualifier,Indonesia,False,Away Win
2013-03-23,Cameroon,Togo,2,1,World Cup qualifier,Cameroon,False,Home Win
2013-03-24,Rwanda,Mali,1,2,World Cup qualifier,Rwanda,False,Away Win
2013-03-24,Equatorial Guinea,Cape Verde,4,3,World Cup qualifier,Equatorial Guinea,False,Home Win
2013-03-24,Ghana,Sudan,4,0,World Cup qualifier,Ghana,False,Home Win
2013-03-24,DR Congo,Libya,0,0,World Cup qualifier,DR Congo,False,Draw
2013-03-24,Tanzania,Morocco,3,1,World Cup qualifier,Tanzania,False,Home Win
2013-03-24,Lesotho,Zambia,1,1,World Cup qualifier,Lesotho,False,Draw
2013-03-24,Mozambique,Guinea,0,0,World Cup qualifier,Mozambique,False,Draw
2013-03-24,Liberia,Uganda,2,0,World Cup qualifier,Liberia,False,Home Win
2013-03-24,Philippines,Cambodia,8,0,Asian Cup & Asian Chlg Cup q,Philippines,False,Home Win
2013-03-24,Ethiopia,Botswana,1,0,World Cup qualifier,Ethiopia,False,Home Win
2013-03-24,Dominican Republic,Haiti,3,1,Friendly,Dominican Republic,False,Home Win
2013-03-25,Brazil,Russia,1,1,Friendly,England,True,Draw
2013-03-25,Belarus,Canada,2,0,Friendly,Qatar,True,Home Win
2013-03-26,Montenegro,England,1,1,World Cup qualifier,Montenegro,False,Draw
2013-03-26,Wales,Croatia,1,2,World Cup qualifier,Wales,False,Away Win
